URL,ID,Date added,Date added,Key,Item Type,Publication Year,Author,Relevance,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,Article type,Field of research,Genius species identifier,Strains invastigated,Medium/Matrix used,pH range invastigated,Acid type used,Date added,Date Added
https://www.obvibase.com/app/r/YGlYY2ZRSXqumr7U/1/0k3f0i0ulq48,93,2020-05-28,,SV3DSFHX,journalArticle,1986,"Poynter, Diane; Hicks, S. J.; Rowbury, R. J.",2 --> acid resistance in attached organisms E. coli,Acid resistance of attached organisms and its implications for the pathogenicity of plasmid-bearing Escherichia coli,Letters in Applied Microbiology,,1472-765X,10.1111/j.1472-765X.1986.tb01563.x,https://sfamjournals.onlinelibrary.wiley.com/doi/abs/10.1111/j.1472-765X.1986.tb01563.x,"Organisms of Escherichia coli attached to glass beads in a model attachment system were more resistant to acid than were unattached organisms and this applied to cultures exposed to either pH 2·5 or 3·5. Attached organisms of both Col- and Col V, I-K94+ strains showed the effect but with prolonged exposure to pH 2·5, the attached Col V+ organisms appeared more resistant than the attached Col- ones, possibly because they formed a thicker surface layer. It is proposed that the increased resistance of attached organisms to pH 2·5 might allow the survival, in gastric acid, of organisms attached to food particles. This would be more significant for the Col V+ strains because the plasmid enhances enterobacterial attachment properties. The increased resistance of attached organisms to pH 3·5 might be significant for survival of particle- or surface-bound organisms in the acidic environment of the phagocyte especially since lactate (which occurs in phagocytes) enhanced the effect of exposure to pH 3·5.",1986,,2020-05-18 15:04:56,2020-05-18 15:04:56,117-121,,6,3,,,,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://sfamjournals.onlinelibrary.wiley.com/doi/pdf/10.1111/j.1472-765X.1986.tb01563.x,,/Users/marieluciefeger/Zotero/storage/EQPGCLPR/j.1472-765X.1986.tb01563.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Research article,Growth behaviour,Escherichia coli,"P678-54 
P678-54 ColV, I-K94",Nutrient broth,"2.5
3.5",Unspecified,2020-05-18,
https://www.obvibase.com/app/r/YGlYY2ZRSXqumr7U/1/1pu9893ujswl,159,2020-05-28,,TMEI8HWU,journalArticle,2013,"Hingorani, Karan S.; Gierasch, Lila M.",2 --> short review on how bactera survive in acid stress,How bacteria survive an acid trip,Proceedings of the National Academy of Sciences of the United States of America,,0027-8424,10.1073/pnas.1303297110,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3619366/,,2013-04-02,,2020-05-26 14:24:53,2020-05-26 14:24:53,5279-5280,,14,110,,Proc Natl Acad Sci U S A,,,,,,,,,,,,,PubMed Central,,PMID: 23530238 PMCID: PMC3619366,,/Users/marieluciefeger/Zotero/storage/5FQRDCVV/Hingorani et Gierasch - 2013 - How bacteria survive an acid trip.pdf;,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3619366/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Research article,/,Escherichia coli,/,/,/,/,2020-05-26,
https://www.obvibase.com/app/r/YGlYY2ZRSXqumr7U/1/hfub3y6csq3k,187,2020-05-28,,WDPTLYQ6,journalArticle,2004,"Foster, John W.",,Escherichia coli acid resistance: tales of an amateur acidophile,Nature Reviews Microbiology,,1740-1534,10.1038/nrmicro1021,https://www.nature.com/articles/nrmicro1021,"There are four known acid-resistance systems present in pathogenic and non-pathogenic strains of Escherichia coli.The two most effective systems involve the decarboxylation of glutamate or arginine, a process that consumes an intracellular proton.In combination with cognate amino acid antiporters, the amino-acid-dependent systems increase intracellular pH and reverse transmembrane potential. Cl−/H+ antiporters are also important in this process.Genetic regulation of the glutamate-dependent acid-resistance system involves a complex regulatory network of at least 10 proteins that mediate induction of gadE, the direct activator of the glutamate decarboxylase and antiporter genes.Glutamate-dependent acid resistance seems to be important for the survival of E. coli O157:H7 in the bovine gastrointestinal tract.",2004-11,,2020-05-12 08:54:26,2020-05-12 08:54:26,898-907,,11,2,,,Escherichia coli acid resistance,,,,,,,en,2004 Nature Publishing Group,,,,www.nature.com,,Number: 11 Publisher: Nature Publishing Group,,/Users/marieluciefeger/Zotero/storage/YFASFGQ4/nrmicro1021.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reviews article,,Escherichia coli,,,,,2020-05-13,2020-05-12 08:54:26
https://www.obvibase.com/app/r/YGlYY2ZRSXqumr7U/1/qml0f3njm1k4,26,2020-05-28,2020-05-09,IP84EEAD,journalArticle,1999,"Hanawa, Tomoko; Fukuda, Minoru; Kawakamis, Hayato; Hirano, Hiroshi; Kamiya, Shigeru; Yamamoto, Tomoko",3 --> a part about acid tolerance thanks to the DnaK chaperone,The Listeria monocytogenes DnaK chaperone is required for stress tolerance and efficient phagocytosis with macrophages,Cell Stress & Chaperones,,1355-8145,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC312926/,"Listeria monocytogenes a facultative intracellular pathogen which can escape bactericidal mechanisms and grow within macrophages. The intracellular environment of macrophages is one of the most stressful environments encountered by an invading bacterium during the course of infection. To study the role of the major stress protein, DnaK, of L. monocytogenes in survival under intracellular stress induced by macrophage-phagocytosis as well as under extracellular environmental stresses, we cloned, sequenced, and analyzed the dnaK locus from L. monocytogenes. Then we constructed an insertional mutation in the dnaK gene by homologous recombination and characterized it. Sequencing has revealed that the dnaK locus consists of four open reading frames in the order hrcA-grpE-dnaK-dnaJ. The mutant grows neither at temperatures above 39°C nor under acidic conditions e.g. pH 3.0. Using the macrophage cell line JA-4, the ability of the dnaK mutant to grow intracellularly was examined. Immediately after phagocytosis, the number of viable dnaK mutant bacteria found within macrophages was significantly lower compared to that of intracellular wild type bacteria. However, following a 1–3 h latency period, the mutant multiplied in a similar fashion to the wild type within macrophage cells. A quantitative analysis of intracellular bacteria in macrophage cells by microscope and a binding assay of bacteria to the surface of macrophages by ELISA revealed that the lower number of viable dnaK mutant in macrophages after phagocytosis is due to the low efficiency of phagocytosis resulting from the reduced binding capacity of the dnaK mutant. These results demonstrate that DnaK of L. monocytogenes is essentially required for survival under high temperatures and acidic conditions. Though it does not largely contribute to the survival of L. monocytogenes in macrophage cells, it is essential for efficient phagocytosis. This is the first evidence that DnaK is required for the efficient phagocytosis of a facultative intracellular pathogen with macrophages.",1999-06,,2020-05-09 14:11:00,2020-05-09 14:11:00,118-128,,2,4,,Cell Stress Chaperones,,,,,,,,,,,,,PubMed Central,,PMID: 10547061 PMCID: PMC312926,,/Users/marieluciefeger/Zotero/storage/77XYXVS6/Hanawa et al. - 1999 - The Listeria monocytogenes DnaK chaperone is requi.pdf;,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC312926/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Research article,"Genetics, growth behaviour",Listeria monocytogenes,"10403S
THY-LK1",BHI medium,3 to 4,unspecified,,
https://www.obvibase.com/app/r/YGlYY2ZRSXqumr7U/1/otouu6lge4zn,66,2020-05-28,2020-04-30,7IXWLBDY,journalArticle,2013,"Feehily, Conor; O'Byrne, Conor P.; Karatzas, Kimon Andreas G.",4 --> role of GABA in acid tolerance,Functional γ-Aminobutyrate Shunt in Listeria monocytogenes: Role in Acid Tolerance and Succinate Biosynthesis,Applied and Environmental Microbiology,,"0099-2240, 1098-5336",10.1128/AEM.02184-12,https://aem.asm.org/content/79/1/74,"Listeria monocytogenes, the causative agent of human listeriosis, is known for its ability to withstand severe environmental stresses. The glutamate decarboxylase (GAD) system is one of the principal systems utilized by the bacterium to cope with acid stress, a reaction that produces γ-aminobutyrate (GABA) from glutamate. Recently, we have shown that GABA can accumulate intracellularly under acidic conditions, even under conditions where no extracellular glutamate-GABA exchange is detectable. The GABA shunt, a pathway that metabolizes GABA to succinate, has been described for several other bacterial genera, and the present study sought to determine whether L. monocytogenes has this metabolic capacity, which, if present, could provide a possible route for succinate biosynthesis in L. monocytogenes. Using crude protein extracts from L. monocytogenes EGD-e, we show that this strain exhibits activity for the two main enzyme reactions in the GABA shunt, GABA aminotransferase (GABA-AT) and succinic semialdehyde dehydrogenase (SSDH). Two genes were identified as candidates for encoding these enzyme activities, argD (GABA-AT) and lmo0913 (SSDH). Crude protein extracts prepared from a mutant lacking a functional argD gene significantly reduced GABA-AT activity, while an lmo0913 mutant lost all detectable SSDH activity. The deletion of lmo0913 increased the acid tolerance of EGD-e and showed an increased accumulation of intracellular GABA, suggesting that this pathway plays a significant role in the survival of this pathogen under acidic conditions. This is the first report of such a pathway in the genus Listeria, which highlights an important link between metabolism and acid tolerance and also presents a possible compensatory pathway to partially overcome the incomplete tricarboxylic acid cycle of Listeria.",2013-01-01,,2020-04-30 15:15:11,2020-04-30 15:15:11,74-80,,1,79,,Appl. Environ. Microbiol.,Functional γ-Aminobutyrate Shunt in Listeria monocytogenes,,,,,,,en,"Copyright © 2013, American Society for Microbiology. All Rights Reserved.",,,,aem.asm.org,,Publisher: American Society for Microbiology Section: Physiology PMID: 23064337,,/Users/marieluciefeger/Zotero/storage/R6AN59GB/Feehily et al. - 2013 - Functional γ-Aminobutyrate Shunt in Listeria monoc.pdf; ; /Users/marieluciefeger/Zotero/storage/F3EJF38Y/74.html,http://www.ncbi.nlm.nih.gov/pubmed/23064337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Research article,"Biochemistry, genetics",Listeria monocytogenes,"EGD-e
10403S",brain heart infusion agar plates,2.8,HCl,,
https://www.obvibase.com/app/r/YGlYY2ZRSXqumr7U/1/dd7dgny3rtj5,63,2020-05-28,2020-04-14,LGD7LIB2,journalArticle,2018,"Bucur, Florentina Ionela; Grigore-Gurgu, Leontina; Crauwels, Peter; Riedel, Christian U.; Nicolau, Anca Ioana",3 --> a part about acidity resistance,Resistance of Listeria monocytogenes to Stress Conditions Encountered in Food and Food Processing Environments,Frontiers in Microbiology,,,10.3389/fmicb.2018.02700,https://www.readcube.com/articles/10.3389%2Ffmicb.2018.02700,"Listeria monocytogenes is a human food-borne facultative intracellular pathogen that is resistant to a wide range of stress conditions. As a consequence, L. monocytogenes is extremely difficult to control along the entire food chain from production to storage and consumption. Frequent and recent outbreaks of L. monocytogenes infections illustrate that current measures of decontamination and preservation are suboptimal to control L. monocytogenes in food. In order to develop efficient measures to prevent contamination during processing and control growth during storage of food it is crucial to understand the mechanisms utilized by L. monocytogenes to tolerate the stress conditions in food matrices and food processing environments. Food-related stress conditions encountered by L. monocytogenes along the food chain are acidity, oxidative and osmotic stress, low or high temperatures, presence of bacteriocins and other preserving additives, and stresses as a consequence of applying alternative decontamination and preservation technologies such high hydrostatic pressure, pulsed and continuous UV light, pulsed electric fields (PEF). This review is aimed at providing a summary of the current knowledge on the response of L. monocytogenes toward these stresses and the mechanisms of stress resistance employed by this important food-borne bacterium. Circumstances when L. monocytogenes cells become more sensitive or more resistant are mentioned and existence of a cross-resistance when multiple stresses are present is pointed out.",2018,,2020-04-08 13:30:03,2020-04-08 13:30:03,,,,9,,,,,,,,,,en,,,,,www.readcube.com,,,,/Users/marieluciefeger/Zotero/storage/9BM62LSG/fmicb.2018.html; /Users/marieluciefeger/Zotero/storage/8GQDEPQ4/Bucur et al. - 2018 - Resistance of Listeria monocytogenes to Stress Con.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reviews article,/,Listeria monocytogenes,/,/,/,/,,
https://www.obvibase.com/app/r/YGlYY2ZRSXqumr7U/1/5xxmzfqhnc0l,105,2020-05-28,,9TGDG7HM,journalArticle,2002,"Ma, Zhuo; Richard, Hope; Tucker, Don L.; Conway, Tyrrell; Foster, John W.",5 --> GadX and GadW are involved in glutamate system,"Collaborative Regulation of Escherichia coli Glutamate-Dependent Acid Resistance by Two AraC-Like Regulators, GadX and GadW (YhiW)",Journal of Bacteriology,,0021-9193,10.1128/JB.184.24.7001-7012.2002,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC135476/,"An important feature of Escherichia coli pathogenesis is an ability to withstand extremely acidic environments of pH 2 or lower. This acid resistance property contributes to the low infectious dose of pathogenic E. coli species. One very efficient E. coli acid resistance system encompasses two isoforms of glutamate decarboxylase (gadA and gadB) and a putative glutamate:γ-amino butyric acid (GABA) antiporter (gadC). The system is subject to complex controls that vary with growth media, growth phase, and growth pH. Previous work has revealed that the system is controlled by two sigma factors, two negative regulators (cyclic AMP receptor protein [CRP] and H-NS), and an AraC-like regulator called GadX. Earlier evidence suggested that the GadX protein acts both as a positive and negative regulator of the gadA and gadBC genes depending on environmental conditions. New data clarify this finding, revealing a collaborative regulation between GadX and another AraC-like regulator called GadW (previously YhiW). GadX and GadW are DNA binding proteins that form homodimers in vivo and are 42% homologous to each other. GadX activates expression of gadA and gadBC at any pH, while GadW inhibits GadX-dependent activation. Regulation of gadA and gadBC by either regulator requires an upstream, 20-bp GAD box sequence. Northern blot analysis further indicates that GadW represses expression of gadX. The results suggest a control circuit whereby GadW interacts with both the gadA and gadX promoters. GadW clearly represses gadX and, in situations where GadX is missing, activates gadA and gadBC. GadX, however, activates only gadA and gadBC expression. CRP also represses gadX expression. It does this primarily by repressing production of sigma S, the sigma factor responsible for gadX expression. In fact, the acid induction of gadA and gadBC observed when rich-medium cultures enter stationary phase corresponds to the acid induction of sigma S production. These complex control circuits impose tight rein over expression of the gadA and gadBC system yet provide flexibility for inducing acid resistance under many conditions that presage acid stress.",2002-12,,2020-05-13 14:26:42,2020-05-13 14:26:42,7001-7012,,24,184,,J Bacteriol,,,,,,,,,,,,,PubMed Central,,PMID: 12446650 PMCID: PMC135476,,/Users/marieluciefeger/Zotero/storage/BQQB5JHJ/Ma et al. - 2002 - Collaborative Regulation of Escherichia coli Gluta.pdf;,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC135476/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Research article,Genetics,Escherichia coli,"EK227 
EK344 
EK432 
EK437 
EK441 
EK442 
EK540 
EK541 
EF362 
EF528
EF615
EF646 
EF663 
EF666 
EF678
EF757 
EF825 
EF828
EF830 
EF833 
EF839 
EF861 
EF863 
EF864 
EF865 
EF906
EF907 
EF908 
EF911 
EF912
EF919 
EF920 
EF921 
EF922 
EF923 
EF928 
EF929
EF931
EF932 
EF933 
EF934 
EF935 
EF948 
EF949 
EF957","LB MOPS
LB MES","5.5
8","MOPS
MES",2020-05-13,2020-05-13 14:26:42
https://www.obvibase.com/app/r/YGlYY2ZRSXqumr7U/1/anv2eclxcx4m,128,2020-05-28,,Z5S6LPFK,journalArticle,2000,"Choi, Sang Ho; Baumler, David J.; Kaspar, Charles W.",4 --> Role of dps in acid stress tolerance,Contribution of dps to Acid Stress Tolerance and Oxidative Stress Tolerance in Escherichia coli O157:H7,Applied and Environmental Microbiology,,"0099-2240, 1098-5336",10.1128/AEM.66.9.3911-3916.2000,https://aem.asm.org/content/66/9/3911,"An Escherichia coli O157:H7dps::nptI mutant (FRIK 47991) was generated, and its survival was compared to that of the parent in HCl (synthetic gastric fluid, pH 1.8) and hydrogen peroxide (15 mM) challenges. The survival of the mutant in log phase (5-h culture) was significantly impaired (4-log10-CFU/ml reduction) compared to that of the parent strain (ca. 1.0-log10-CFU/ml reduction) after a standard 3-h acid challenge. Early-stationary-phase cells (12-h culture) of the mutant decreased by ca. 4 log10CFU/ml while the parent strain decreased by approximately 2 log10 CFU/ml. No significant differences in the survival of late-stationary-phase cells (24-h culture) between the parent strain and the mutant were observed, although numbers of the parent strain declined less in the initial 1 h of acid challenge. FRIK 47991 was more sensitive to hydrogen peroxide challenge than was the parent strain, although survival improved in stationary phase. Complementation of the mutant with a functional dps gene restored acid and hydrogen peroxide tolerance to levels equal to or greater than those exhibited by the parent strain. These results demonstrate that decreases in survival were from the absence of Dps or a protein regulated by Dps. The results from this study establish that Dps contributes to acid tolerance in E. coli O157:H7 and confirm the importance of Dps in oxidative stress protection.",2000-09-01,,2020-05-18 14:00:38,2020-05-18 14:00:38,3911-3916,,9,66,,Appl. Environ. Microbiol.,Contribution of dps to Acid Stress Tolerance and Oxidative Stress Tolerance in Escherichia coli O157,,,,,,,en,Copyright Ã¯Â¿Â½ 2000 American Society for Microbiology,,,,aem.asm.org,,Publisher: American Society for Microbiology Section: FOOD MICROBIOLOGY PMID: 10966408,,/Users/marieluciefeger/Zotero/storage/GDA4YADZ/Choi et al. - 2000 - Contribution of dps to Acid Stress Tolerance and O.pdf; ; /Users/marieluciefeger/Zotero/storage/G4VVUY4L/3911.html,http://www.ncbi.nlm.nih.gov/pubmed/10966408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Research article,"Molecular biology, growth behaviour",Escherichia coli,"DH5alpha 
ATCC 43895 n
SY327 gamma pir 
SM10 gamma pir 
FRIK 47991 
FRIK 47992",Synthetic gastric fluid,1.8,HCl,2020-05-18,
https://www.obvibase.com/app/r/YGlYY2ZRSXqumr7U/1/yono31tn0cp9,142,2020-05-28,,4JBJMMAB,journalArticle,2002,"Booth, Ian R.; Cash, P.; O'Byrne, C.",2 --> acid stress response in bacteria,Sensing and adapting to acid stress,Antonie van Leeuwenhoek,,1572-9699,10.1023/A:1020565206835,https://doi.org/10.1023/A:1020565206835,"Bacteria and archaea occupy a considerable diversity of niches that vary with respect to the physical conditions. Survival and colonisation requires the capacity to sense, and adapt to, environmental change. In this short review we consider the issues of adaptation to acidic conditions, in particular the mechanisms that might be employed by different bacteria to respond to the specific challenges of their niche. We lay particular emphasis on the protection of the cytoplasm during alterations of the cytoplasmic pH and, in the Gram negative bacteria, on recent work that suggests that protection of the periplasm is critical for survival of exposure to extreme acid. Finally, we discuss potential mechanisms by which pH might be sensed and consider the insights gained from proteins that sense and respond specifically to changes in pH.",2002-12-01,,2020-05-22 09:03:32,2020-05-22 09:03:32,33-42,,1,81,,Antonie Van Leeuwenhoek,,,,,,,,en,,,,,Springer Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reviews article,/,Escherichia coli,/,/,/,/,2020-05-22,
